song,sample_rate,duration,magnitude_spectrogram,max_amplitude,min_amplitude,mean_amplitude,tempo,beats,pulse_clarity,avg_spectral_centroids,avg_spectral_bandwidth,avg_spectral_flux,avg_rms_energy,loudness,key,scale,strength
set1_026.mp3,22050,15.01873015873016,"[[4.7612754e-01 8.6205984e-03 4.3908188e-01 ... 2.6859494e-02
  1.0932066e-02 1.8628964e-02]
 [5.7632881e-01 7.3634315e-01 6.4191216e-01 ... 3.5144214e-02
  1.7348308e-03 8.3264727e-03]
 [7.4453080e-01 8.4342420e-01 2.2755912e-01 ... 6.5365888e-02
  3.3637933e-02 3.1387366e-02]
 ...
 [1.3929079e-04 6.7318011e-05 1.7263018e-07 ... 9.8507186e-08
  4.7068207e-07 1.3559871e-05]
 [1.3905928e-04 6.7141686e-05 3.1047666e-08 ... 9.2646687e-08
  5.0239561e-07 1.3545815e-05]
 [1.3895208e-04 6.7280540e-05 1.4666681e-07 ... 1.4345279e-08
  5.1536546e-07 1.3524099e-05]]",0.4862527,-0.44009054,1.710841e-06,129.19921875,"[ 0.4527891   0.91718817  1.3699774   1.8111564   2.2523355   2.6702948
  3.1114738   3.575873    4.040272    4.516281    4.99229     5.4566894
  5.921088    6.3854876   6.8614964   7.3142858   7.7786846   8.231474
  8.707483    9.183492    9.647891   10.10068    10.588299   11.052698
 11.551928   12.051156   12.5619955  13.061224   13.548843   14.048072
 14.547301  ]",0.6968218,887.0181728927183,1076.3141778830964,17.782124,0.08896682,341.5401611328125,G,major,0.9611660242080688
set1_019.mp3,22050,14.99578231292517,"[[2.8387029e-02 1.5392887e-02 7.1540892e-02 ... 1.2823519e-01
  1.5935531e-01 1.1580796e-01]
 [4.1567005e-02 9.8787330e-02 1.2603272e-01 ... 5.6705508e-02
  8.4803529e-02 5.5501565e-02]
 [6.8807751e-02 2.7190068e-01 3.2638144e-01 ... 1.0886059e-01
  1.4314197e-01 8.4409997e-02]
 ...
 [3.3763240e-04 1.6720025e-04 1.2043844e-07 ... 1.3903652e-07
  1.1581557e-06 4.3215070e-05]
 [3.3790321e-04 1.6748614e-04 3.7822201e-07 ... 4.9822273e-07
  1.6743561e-06 4.3842745e-05]
 [3.3788785e-04 1.6760705e-04 6.4208827e-08 ... 6.4870397e-07
  1.4983694e-06 4.4728196e-05]]",0.9190438,-0.9083582,1.3155294e-05,143.5546875,"[ 0.42956915  0.84752834  1.2538775   1.6718367   2.0897958   2.507755
  2.9257143   3.3320634   3.7500226   4.1679816   4.574331    4.98068
  5.387029    5.8049884   6.2345576   6.664127    7.070476    7.476825
  7.8831744   8.277914    8.672653    9.079002    9.473742    9.880091
 10.28644    10.692789   11.110748   11.5287075  11.946667   12.364626
 12.770975   13.177324   13.5952835  14.001633   14.419592   14.825941  ]",0.5470472,1505.6907593721603,1673.914980586455,64.80259,0.19161914,912.091796875,Bb,major,0.9346222877502441
set1_037.mp3,22050,15.060680272108844,"[[1.75175560e+00 6.45696148e-02 1.56366110e+00 ... 1.65437222e-01
  1.11550577e-01 4.56614196e-02]
 [2.17657852e+00 3.13171577e+00 2.25749660e+00 ... 1.38909057e-01
  3.05227667e-01 8.93487260e-02]
 [2.59943986e+00 4.71674538e+00 3.23485684e+00 ... 1.01190007e+00
  6.41196430e-01 9.84395668e-02]
 ...
 [1.11504814e-04 5.31255464e-05 1.48031587e-09 ... 4.09268210e-08
  4.25763673e-08 6.84785872e-09]
 [1.11323898e-04 5.30590878e-05 8.58726068e-08 ... 2.50956234e-08
  7.72229303e-09 1.65877445e-08]
 [1.11286812e-04 5.31208352e-05 7.10143553e-08 ... 1.13745138e-08
  1.82809625e-08 5.41289724e-09]]",0.31065914,-0.27107638,-7.6085767e-06,161.4990234375,"[ 0.6617687  1.3235373  1.996916   2.6470747  3.3436735  4.040272
  4.760091   5.4799094  6.199728   6.919546   7.6509748  8.382403
  9.067392   9.76399   10.460589  11.145578  11.818956  12.492335
 13.177324  13.862312  14.547301 ]",0.21135074,616.7025315264847,1065.8691183703354,10.751352,0.05156722,163.9344940185547,C,minor,0.8955554366111755
set1_142.mp3,22050,15.029342403628117,"[[4.6050519e-01 9.7697958e-02 2.3639214e-01 ... 8.4083043e-02
  6.5513507e-02 4.9942303e-02]
 [4.3661356e-01 6.7747760e-01 4.9003792e-01 ... 4.0921662e-02
  1.1809008e-01 1.5340604e-01]
 [3.4050503e-01 1.8631998e+00 1.7636108e+00 ... 1.8540680e-01
  3.2757631e-01 3.0364162e-01]
 ...
 [6.3106068e-04 3.1259228e-04 1.6043733e-06 ... 3.3998226e-08
  7.0748447e-06 2.2322420e-05]
 [6.3169521e-04 3.1104608e-04 9.4485040e-07 ... 4.5856840e-08
  7.0279880e-06 2.2333224e-05]
 [6.2939565e-04 3.1163031e-04 6.6647198e-07 ... 4.5168962e-09
  7.0652345e-06 2.2304233e-05]]",0.4686712,-0.42944235,1.9930927e-05,95.703125,"[ 0.6153288  1.2422676  1.8692063  2.507755   3.1230838  3.7616327
  4.3885713  5.0039     5.630839   6.2577777  6.8731065  7.4884353
  8.103764   8.730702   9.369251  10.0078    10.634739  11.261678
 11.888617  12.503945  13.130884  13.757823  14.384762 ]",0.7327491,1411.8560730230968,1741.1793352714358,27.302456,0.07110331,259.17529296875,C,minor,0.7980289459228516
set1_022.mp3,22050,15.013242630385488,"[[5.8612932e-02 1.4442001e-01 8.8551566e-02 ... 5.8697134e-02
  3.8371243e-02 2.4639864e-02]
 [3.1888920e-01 3.6145243e-01 5.9506960e-02 ... 1.3467036e-01
  3.5879221e-02 3.9689723e-02]
 [7.4469405e-01 9.3797976e-01 6.8782556e-01 ... 1.8996413e-01
  8.3528638e-02 1.2325253e-01]
 ...
 [2.6078505e-06 1.3714463e-06 3.2217383e-08 ... 1.0744287e-07
  3.7361906e-07 2.4351614e-06]
 [2.6868390e-06 1.4220308e-06 9.4705989e-08 ... 1.2484743e-07
  1.7014142e-07 2.4026117e-06]
 [2.7504227e-06 1.5886510e-06 1.4631981e-07 ... 2.3279261e-08
  2.2055649e-07 2.3210284e-06]]",0.69247437,-0.5680058,3.0905708e-06,151.99908088235293,"[ 0.3947392  0.8126984  1.2306576  1.6486168  2.066576   2.4729252
  2.8676643  3.2740135  3.6803627  4.109932   4.527891   4.9458504
  5.3405895  5.7585487  6.153288   6.548027   6.919546   7.3142858
  7.685805   8.057324   8.4288435  8.800363   9.195102   9.589841
  9.98458   10.379319  10.762448  11.168798  11.563538  11.958277
 12.329796  12.701315  13.072834  13.421134  13.769433  14.140952
 14.512471 ]",0.37459877,1543.884882970221,1797.4126170255765,35.837097,0.11892224,465.30499267578125,A,major,0.7409797310829163
set1_045.mp3,22050,15.015555555555556,"[[4.3152136e-01 9.0839662e-02 2.1988562e-01 ... 2.4142843e-01
  3.5385888e-03 1.0366609e-01]
 [4.7299150e-01 6.6604865e-01 4.4080117e-01 ... 3.3956367e-01
  2.0226508e-01 8.6087994e-02]
 [5.0680494e-01 9.4172239e-01 9.7037846e-01 ... 2.8157836e-01
  1.6610236e-01 5.4858867e-02]
 ...
 [1.3540340e-04 6.6229397e-05 5.3789407e-08 ... 8.1063874e-08
  9.9079635e-08 7.9379259e-07]
 [1.3529403e-04 6.6124856e-05 4.0362519e-08 ... 2.4052463e-08
  7.0696061e-08 7.9754017e-07]
 [1.3518707e-04 6.6120301e-05 4.7660798e-08 ... 2.4589687e-08
  8.7371511e-08 7.9618474e-07]]",0.1707054,-0.20814735,3.5165824e-06,117.45383522727273,"[ 0.8707483  1.7414966  2.6238549  3.4946032  4.365351   5.2477098
  6.118458   6.9892063  7.8251247  8.672653   9.520182  10.34449
 11.180408  12.027936  12.863854  13.699773  14.535691 ]",0.36635032,1063.8295097233456,1760.6836942143593,6.103533,0.033723753,92.17098236083984,A,minor,0.929949164390564
set1_130.mp3,22050,15.060680272108844,"[[3.6355343e+00 2.2861986e-01 3.8020144e+00 ... 1.1164052e+00
  5.4384989e-01 7.4986708e-01]
 [5.8559866e+00 5.5542464e+00 2.9206097e+00 ... 2.3404570e+00
  2.0306103e+00 7.9080176e-01]
 [9.7862587e+00 1.2943610e+01 4.3012128e+00 ... 3.8565040e+00
  5.1307621e+00 6.3849407e-01]
 ...
 [1.7666566e-04 8.9327128e-05 3.6052356e-06 ... 2.0756952e-06
  4.9503751e-07 4.3571677e-07]
 [1.7711162e-04 8.9097222e-05 3.7825284e-06 ... 9.6591157e-07
  2.5580223e-07 4.1768237e-07]
 [1.7606100e-04 8.8778746e-05 3.8311455e-06 ... 9.7569831e-08
  1.9724696e-07 3.8858784e-07]]",1.0365039,-0.99192786,-8.588204e-06,80.74951171875,"[ 0.5688889  1.1493877  1.7298865  2.3103855  2.9024942  3.517823
  4.121542   4.7136507  5.3057594  5.897868   6.4667573  7.047256
  7.627755   8.196644   8.777143   9.357641   9.926531  10.54186
 11.168798  11.795736  12.411065  13.014785  13.630114  14.245442
 14.860771 ]",0.32834846,1805.9952673847804,1879.4882428428039,54.527042,0.17932378,837.7611083984375,D,minor,0.750637948513031
set1_127.mp3,22050,15.007981859410432,"[[7.3365563e-01 1.5538380e+00 9.1953117e-01 ... 2.6049033e-01
  7.5239724e-01 4.9836409e-01]
 [1.0392925e+00 1.5204908e+00 8.6492640e-01 ... 6.7205733e-01
  8.9435202e-01 7.5050849e-01]
 [1.9119561e+00 3.3671551e+00 3.7987719e+00 ... 3.3691759e+00
  2.3954337e+00 1.0878054e+00]
 ...
 [3.0761748e-04 1.5208896e-04 3.7496920e-07 ... 1.5334134e-06
  6.9588345e-06 2.9072840e-05]
 [3.0743750e-04 1.5134453e-04 2.1394419e-07 ... 1.2821340e-06
  7.5997523e-06 2.7278760e-05]
 [3.0745647e-04 1.5103414e-04 3.3268071e-07 ... 6.7167008e-07
  7.8047487e-06 2.8731947e-05]]",0.6468134,-0.6819836,-2.050192e-05,172.265625,"[ 0.3018594   0.63854873  0.98684806  1.3351474   1.7066666   2.066576
  2.4148753   2.7747846   3.1346939   3.4946032   3.8545125   4.2144217
  4.585941    4.9458504   5.3057594   5.665669    6.025578    6.3738775
  6.7221766   7.070476    7.4303856   7.7902946   8.150204    8.510113
  8.870023    9.229932    9.589841    9.938141   10.29805    10.657959
 11.017868   11.366168   11.714467   12.074376   12.434285   12.794195
 13.154104   13.514013   13.873922   14.233832   14.593741  ]",0.5719532,1665.8786800421783,2088.5025351197983,46.289608,0.11266893,441.3493347167969,Ab,major,0.6371928453445435
set1_042.mp3,22050,15.269659863945579,"[[6.52471483e-01 3.86132270e-01 2.65840232e-01 ... 1.83731727e-02
  8.81019458e-02 1.04812227e-01]
 [6.88319266e-01 8.16657186e-01 4.99122351e-01 ... 6.67217448e-02
  1.37580454e-01 1.13464795e-01]
 [7.20258355e-01 8.74631524e-01 3.11269850e-01 ... 7.57677332e-02
  1.96539089e-01 1.33086383e-01]
 ...
 [1.81268642e-05 8.36038180e-06 8.38272172e-08 ... 3.50880824e-10
  2.30199397e-08 3.10925365e-08]
 [1.80301522e-05 8.30187128e-06 1.24940271e-07 ... 5.37067564e-08
  2.28906654e-08 2.94269213e-08]
 [1.79511371e-05 8.21250342e-06 5.31366879e-08 ... 2.03766035e-08
  1.63348002e-09 5.04074258e-08]]",0.17658079,-0.21551213,-1.1092708e-06,143.5546875,"[ 0.5456689  1.1145577  1.6950567  2.2291155  2.7631745  3.3088434
  3.8429024  4.3885713  4.8994102  5.410249   5.921088   6.3738775
  6.8266664  7.2794557  7.7554646  8.219864   8.684263   9.148662
  9.613061  10.07746   10.53025   10.994648  11.447437  11.888617
 12.318186  12.759365  13.200544  13.653333  14.094512  14.535691
 14.976871 ]",0.35210842,1086.6532445118883,1432.2663046651744,7.057768,0.03685835,102.45074462890625,A,minor,0.9146676063537598
set1_134.mp3,22050,15.036507936507936,"[[1.51382729e-01 1.58053916e-02 1.59613006e-02 ... 6.23259321e-02
  6.80019930e-02 4.04386260e-02]
 [2.44927198e-01 1.40712991e-01 1.55660301e-01 ... 5.22394955e-01
  2.53127784e-01 1.24619015e-01]
 [3.67379129e-01 3.99345189e-01 4.07531798e-01 ... 5.28736591e-01
  7.74328470e-01 4.86964077e-01]
 ...
 [3.71980801e-04 1.90182662e-04 9.80739787e-06 ... 4.84435638e-08
  1.31716652e-05 9.86101222e-05]
 [3.75255069e-04 1.89718121e-04 4.58557088e-06 ... 6.26321182e-08
  1.32309160e-05 9.86658415e-05]
 [3.73251241e-04 1.86495890e-04 5.45569833e-07 ... 1.51184651e-07
  1.30552135e-05 9.84009675e-05]]",0.6270636,-0.60404396,3.0494725e-06,75.99954044117646,"[ 0.74303854  1.509297    2.2755556   3.041814    3.8312924   4.609161
  5.387029    6.153288    6.9079366   7.697415    8.498504    9.287982
 10.08907    10.866939   11.656417   12.469115   13.2353735  14.036463
 14.814331  ]",0.36276704,1163.5045910385368,1529.1246349782946,36.08826,0.111006305,441.0968322753906,A,minor,0.825104296207428
set1_110.mp3,22050,15.04077097505669,"[[1.17047195e+01 6.00071311e-01 9.68273067e+00 ... 1.29263416e-01
  6.81704223e-01 3.07885677e-01]
 [1.49697456e+01 2.28784637e+01 1.78977394e+01 ... 1.54363573e+00
  7.62362301e-01 6.09243214e-01]
 [1.96908493e+01 4.34539719e+01 3.05295181e+01 ... 7.67696333e+00
  5.18431997e+00 3.03559613e+00]
 ...
 [1.34283167e-04 6.55637414e-05 3.16694195e-06 ... 5.09565652e-08
  6.04941420e-07 1.19934302e-05]
 [1.32115340e-04 6.94346527e-05 1.45963008e-06 ... 5.88853482e-08
  1.04371246e-07 1.18008074e-05]
 [1.33213965e-04 7.06516294e-05 1.66181053e-06 ... 4.17103053e-07
  3.16159714e-07 1.14961422e-05]]",0.70431304,-0.6259036,-4.5189874e-05,99.38401442307692,"[ 0.6501587  1.3467573  1.9736961  2.6006348  3.2275736  3.8429024
  4.469841   5.09678    5.7121086  6.3274374  6.954376   7.569705
  8.173424   8.800363   9.392471   9.99619   10.611519  11.215238
 11.818956  12.422675  13.014785  13.630114  14.222222  14.814331 ]",1.216249,1934.8448927075772,2305.2480016242025,52.30076,0.12731317,518.676513671875,D,minor,0.8521803617477417
set1_071.mp3,22050,12.317823129251702,"[[2.7216289e-05 1.4645833e-04 1.1734550e-04 ... 1.5205824e-03
  1.6754545e-02 2.5337806e-03]
 [4.9854330e-05 1.8800182e-04 1.2480484e-04 ... 7.6125063e-02
  1.5177089e-02 2.3030548e-03]
 [6.2304498e-05 2.7032947e-04 2.8020129e-04 ... 1.2903747e-01
  3.0754715e-02 1.4397267e-03]
 ...
 [1.5247210e-06 7.7385039e-07 3.1912128e-09 ... 6.0664327e-08
  2.7509193e-08 1.1493154e-08]
 [1.5174849e-06 7.6586957e-07 2.2304723e-09 ... 1.7645460e-08
  3.6750421e-08 1.1488382e-08]
 [1.5191193e-06 7.6296851e-07 1.9731365e-09 ... 1.4399055e-08
  4.6031523e-08 1.1699142e-08]]",0.08399411,-0.08660366,-9.186992e-07,123.046875,"[ 0.52244896  1.056508    1.5905669   2.124626    2.6238549   3.1114738
  3.587483    4.075102    4.562721    5.05034     5.561179    6.025578
  6.4899774   6.942766    7.4071655   7.8715644   8.301134    8.730702
  9.160272    9.589841   10.01941    10.448979   10.878549   11.308118
 11.737687  ]",0.9487524,1439.9668017583658,1800.7532350003746,2.3958771,0.0122187445,24.952341079711914,C,minor,0.8559907078742981
set1_098.mp3,22050,15.060680272108844,"[[5.0670891e+00 6.7034644e-01 3.8766541e+00 ... 4.8635998e-01
  3.2094806e-01 2.4997525e-01]
 [6.0463529e+00 1.1685027e+01 1.1673219e+01 ... 1.8969612e+00
  7.2899169e-01 2.5714242e-01]
 [8.1956606e+00 2.2496090e+01 2.0380774e+01 ... 1.1030245e+00
  1.2853936e+00 2.0944577e-01]
 ...
 [1.8801454e-04 9.8001852e-05 1.3569773e-07 ... 1.7383373e-07
  1.8037404e-07 8.4383792e-08]
 [1.8673584e-04 9.7050310e-05 1.9164550e-07 ... 8.4825317e-08
  1.2951429e-07 5.1275212e-08]
 [1.8629701e-04 9.6820673e-05 2.2727608e-07 ... 1.3025967e-08
  1.0469253e-07 2.2770346e-08]]",0.40086663,-0.46903774,1.20657e-05,161.4990234375,"[ 0.44117913  0.8939682   1.3583673   1.8343763   2.3103855   2.7747846
  3.2043536   3.587483    3.9706123   4.376961    4.8297505   5.3057594
  5.770159    6.3158274   6.8614964   7.4071655   7.9296145   8.463674
  8.997732    9.531791   10.07746    10.634739   11.203628   11.749297
 12.306576   12.852244   13.397914   13.978413   14.524081  ]",0.42581967,520.391404103496,941.4157014999809,37.532894,0.09332249,352.4375915527344,C#,major,0.592411994934082
set1_076.mp3,22050,15.039501133786848,"[[9.7368822e-02 2.2711429e-01 2.1007079e-01 ... 4.4893999e-02
  2.9289254e-03 2.7795665e-03]
 [9.9714942e-02 1.7801261e-01 2.7231473e-01 ... 9.1054536e-02
  4.0544994e-02 1.2291593e-02]
 [1.0614016e-01 3.0413738e-01 5.9463161e-01 ... 1.4158975e-01
  8.8997997e-02 2.0715591e-02]
 ...
 [1.1956713e-06 5.8806921e-07 2.9260583e-08 ... 2.8080368e-08
  4.3790553e-08 4.8044529e-07]
 [1.1734039e-06 5.6157342e-07 1.6935768e-08 ... 2.1846549e-08
  4.6661391e-08 4.7320100e-07]
 [1.1854887e-06 5.3990624e-07 2.3219819e-08 ... 5.7744032e-09
  4.5454264e-08 4.5478322e-07]]",0.15820616,-0.16012898,7.4993716e-07,107.666015625,"[ 0.5688889  1.1609977  1.7414966  2.3219955  2.9024942  3.4829931
  4.063492   4.620771   5.1780496  5.7469387  6.3042173  6.8614964
  7.4303856  7.987664   8.544943   9.090612   9.636281  10.15873
 10.750839  11.331338  11.923447  12.5619955 13.154104  13.781043
 14.407982 ]",0.9581879,1522.8675357249303,1851.9561488564834,4.11575,0.01772153,47.97384262084961,C,major,0.7392499446868896
set1_103.mp3,22050,15.112925170068028,"[[1.78865001e-01 7.41851330e-01 2.54180133e-01 ... 2.76701868e-01
  2.68859509e-02 1.57490879e-01]
 [1.13407649e-01 1.07234013e+00 1.63344598e+00 ... 3.31164777e-01
  2.84285635e-01 1.48137197e-01]
 [3.54938567e-01 1.73380482e+00 2.84376979e+00 ... 2.89426476e-01
  4.64937896e-01 1.14328146e-01]
 ...
 [4.70009290e-05 2.39983383e-05 1.54584811e-07 ... 3.77250657e-08
  1.69217927e-07 5.35611022e-08]
 [4.68755497e-05 2.40939771e-05 4.68929962e-08 ... 1.59665078e-07
  9.55558050e-08 6.13458013e-08]
 [4.69692932e-05 2.39428173e-05 5.43555529e-08 ... 2.89849282e-08
  3.12033137e-08 5.63473286e-08]]",0.552212,-0.5092722,2.1847795e-06,117.45383522727273,"[ 0.499229   1.0681179  1.6486168  2.2175057  2.7167346  3.2275736
  3.7384126  4.249252   4.760091   5.2477098  5.7353287  6.2461677
  6.7337866  7.221406   7.732245   8.219864   8.730702   9.218322
  9.729161  10.21678   10.727619  11.215238  11.726077  12.236916
 12.724535  13.212154  13.722993  14.233832  14.721451 ]",1.7256994,2353.222882068234,2349.357554482339,26.994616,0.07435984,259.48394775390625,C,major,0.6459299921989441
set1_088.mp3,22050,13.72843537414966,"[[3.3897904e-01 1.8075278e-01 4.4671866e-01 ... 1.7111449e-02
  4.5829481e-03 9.3232910e-04]
 [3.2671079e-01 5.9040308e-01 6.3581628e-01 ... 7.6794922e-02
  2.2895422e-02 6.5729357e-03]
 [2.6973766e-01 6.7276853e-01 4.6207294e-01 ... 1.2290377e-01
  4.9432669e-02 9.1459071e-03]
 ...
 [1.9636097e-06 1.0215174e-06 3.2342289e-08 ... 1.7033477e-08
  1.1888335e-08 4.9294314e-08]
 [1.9211557e-06 9.9933652e-07 1.6096010e-08 ... 2.6092465e-08
  2.2370543e-08 8.2033802e-09]
 [1.9509989e-06 9.8872124e-07 9.7939186e-09 ... 2.7422711e-08
  1.9103320e-08 5.0216379e-08]]",0.12108669,-0.119638875,-2.3453941e-07,83.35433467741936,"[ 0.74303854  1.509297    2.3219955   3.1230838   3.9357822   4.6672106
  5.387029    6.095238    6.7453966   7.453605    8.231474    8.939682
  9.671111   10.379319   11.087528   11.842176   12.573606   13.281814  ]",0.7615539,1535.531913053543,1748.738869152632,3.440266,0.014377991,30.442934036254883,F,minor,0.7982017397880554
set1_129.mp3,22050,15.036462585034014,"[[1.19664446e-01 5.51418178e-02 9.88130644e-03 ... 3.70027944e-02
  1.94694161e-01 1.01309307e-01]
 [1.36399776e-01 2.86977440e-01 2.69617468e-01 ... 2.56145298e-01
  2.04581782e-01 8.49940479e-02]
 [2.02229157e-01 7.30062127e-01 9.06570852e-01 ... 1.28900170e-01
  6.76844239e-01 4.45246041e-01]
 ...
 [1.18831507e-04 5.75773411e-05 9.34471245e-07 ... 5.64185036e-08
  1.04123490e-06 7.46711976e-06]
 [1.18222073e-04 5.63347021e-05 7.89936166e-07 ... 2.17450207e-07
  1.13073111e-06 7.47198874e-06]
 [1.18131269e-04 5.54027247e-05 8.08148855e-07 ... 4.31368319e-09
  1.24138364e-06 7.66471658e-06]]",0.46691942,-0.5502922,-8.101992e-07,117.45383522727273,"[ 0.52244896  1.056508    1.6021768   2.1478457   2.7167346   3.2740135
  3.8429024   4.4001813   4.9342403   5.4566894   5.9791384   6.5015874
  7.0124264   7.5232654   8.057324    8.579773    9.102222    9.613061
 10.13551    10.646349   11.168798   11.691247   12.225306   12.759365
 13.281814   13.804263   14.326712   14.860771  ]",0.79708767,1422.5087804324291,1902.68525424174,29.515976,0.08731726,340.0393981933594,D,major,0.9473579525947571
set1_048.mp3,22050,15.060680272108844,"[[3.60322855e-02 9.26887691e-02 7.27962106e-02 ... 3.06819603e-02
  3.75616215e-02 2.15679090e-02]
 [2.04384886e-02 1.39071092e-01 2.48809025e-01 ... 1.18294768e-01
  8.19846168e-02 2.39714999e-02]
 [3.19429524e-02 2.11169809e-01 3.54148299e-01 ... 1.96549729e-01
  1.15305193e-01 2.15625074e-02]
 ...
 [3.89475281e-05 1.94370168e-05 1.00747002e-07 ... 2.64711044e-08
  1.84951805e-08 2.13828653e-08]
 [3.89464440e-05 1.93426622e-05 1.30657853e-07 ... 2.52802757e-08
  1.33153959e-08 1.21825776e-08]
 [3.89521920e-05 1.94863205e-05 1.38792245e-07 ... 1.12894245e-08
  6.46609710e-10 2.55909640e-08]]",0.2887386,-0.2824916,-1.9636377e-06,161.4990234375,"[ 0.37151927  0.7894784   1.2190475   1.6486168   2.066576    2.4845352
  2.9024942   3.3204534   3.7151928   4.109932    4.504671    4.8994102
  5.2941494   5.677279    6.037188    6.3854876   6.7570066   7.116916
  7.476825    7.8483443   8.219864    8.591383    8.962902    9.357641
  9.74077    10.1239     10.50703    10.890159   11.261678   11.656417
 12.051156   12.445895   12.840634   13.246984   13.641723   14.024853
 14.419592   14.814331  ]",0.37870613,865.6640348689808,1276.200051514656,6.8407373,0.03482801,110.57891082763672,C#,minor,0.8172047734260559
set1_028.mp3,22050,15.16390022675737,"[[5.1113456e-01 1.9777416e-01 1.0298936e-01 ... 2.1980692e-02
  2.2560596e-02 3.8141708e-03]
 [5.0596249e-01 2.7674830e-01 2.3643220e-02 ... 5.3591274e-02
  1.7932108e-02 2.7957726e-02]
 [5.0017422e-01 2.1509175e-01 6.9565274e-02 ... 1.7438032e-01
  1.1914096e-01 8.9285783e-02]
 ...
 [8.9045963e-05 5.4100004e-05 4.5596499e-07 ... 9.5666541e-09
  1.3337220e-06 2.7346293e-06]
 [8.0474223e-05 5.0846891e-05 1.8720235e-07 ... 3.6357221e-08
  1.3603118e-06 2.6707712e-06]
 [7.7352357e-05 4.9499420e-05 1.8077716e-07 ... 1.3881782e-08
  1.3691149e-06 2.7041669e-06]]",0.38449633,-0.34851176,1.8911485e-06,92.28515625,"[ 0.6501587  1.3119274  1.9620861  2.635465   3.3320634  4.017052
  4.7020407  5.3754196  6.025578   6.710567   7.3723354  8.045714
  8.707483   9.357641  10.04263   10.692789  11.377777  12.062766
 12.759365  13.421134  14.082902  14.733061 ]",0.2424834,1479.4438092504865,1710.2496778870945,19.151743,0.06877665,246.72268676757812,F,minor,0.7712486982345581
set1_003.mp3,22050,14.965668934240362,"[[1.3944027e-02 5.3141750e-03 4.7162879e-04 ... 9.3756586e-02
  8.7895840e-02 7.9911068e-02]
 [1.3132650e-02 1.5175394e-02 1.1938280e-02 ... 1.3094258e-01
  5.0324094e-02 9.2097811e-02]
 [8.5623125e-03 1.4517906e-02 2.1210978e-02 ... 2.7160552e-01
  1.6901371e-01 1.1335934e-01]
 ...
 [2.0388115e-05 9.8972241e-06 7.7150206e-09 ... 2.4145937e-08
  1.8360996e-07 1.0037006e-06]
 [2.0374962e-05 9.8885330e-06 1.4354145e-09 ... 2.3736684e-08
  1.6433727e-07 1.0009135e-06]
 [2.0361564e-05 9.8870696e-06 1.4724879e-09 ... 1.6754434e-08
  1.6696966e-07 1.0090934e-06]]",0.5586989,-0.4879341,-1.0081765e-06,107.666015625,"[ 0.5340589  1.0913378  1.6486168  2.2175057  2.7863946  3.3552835
  3.9125624  4.469841   5.02712    5.596009   6.164898   6.7221766
  7.2794557  7.8483443  8.417233   8.974512   9.543401  10.11229
 10.681179  11.250068  11.818956  12.387846  12.945125  13.514013
 14.071292  14.651792 ]",1.0214891,1014.5468182308138,1229.9472303134721,25.73824,0.08102992,306.39862060546875,Bb,major,0.9343104958534241
